"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"The Language of Tourism and Hospitality: An Exploration of Intercultural Communication Issues in Hotels in the Netherlands","SPM van Tuijl - 2013 - dspace.library.uu.nl",2013,"https://dspace.library.uu.nl/handle/1874/281820","https://dspace.library.uu.nl/bitstream/handle/1874/281820/MA_Thesis_SannevanTuijl.pdf?sequence=1"
"Reinforcement learning with natural language signals","S Sidor - 2016 - dspace.mit.edu",2016,"https://dspace.mit.edu/handle/1721.1/103745","https://dspace.mit.edu/bitstream/handle/1721.1/103745/953582881-MIT.pdf?sequence=1"
"An Inquiry into Language Use in Multilinguals' Writing: A Study of Third-Language Learners","N Tanova - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/80f6eff62fc4f0ac4f541f0919ac60d9/1?pq-origsite=gscholar&cbl=18750&diss=y","https://etd.ohiolink.edu/!etd.send_file?accession=osu1338317195&disposition=inline"
"The Influence of Gender and Culture on First and Second Language Writing of Chinese and Japanese-speaking University Students","J Fu - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/af7e8fbbfa79f8848297c6fb2151f82a/1?pq-origsite=gscholar&cbl=18750&diss=y","https://tspace.library.utoronto.ca/bitstream/1807/29924/1/Fu_Jing_201106_PhD_thesis.pdf"
"UCS521C ANALYSIS AND DESIGN OF ALGORITHMS 4-CREDITS","I UNIT - becbgk.edu",NA,"http://www.becbgk.edu/department/cs/Syllabus/III%20and%20IV%20year.pdf","http://www.becbgk.edu/department/cs/Syllabus/III%20and%20IV%20year.pdf"
"A Complete Bibliography of ACM Transactions on Information Systems","NHF Beebe - 2017 - tug.ctan.org",2017,"ftp://tug.ctan.org/pub/tex-archive/macros/latex/contrib/amsrefs/tex/bib/tois.pdf","ftp://tug.ctan.org/pub/tex-archive/macros/latex/contrib/amsrefs/tex/bib/tois.pdf"
"Scalable graph-based learning applied to human language technology","A Alexandrescu - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/4088d981eccd94df3ab67c05d42cbedf/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/4088d981eccd94df3ab67c05d42cbedf/1?pq-origsite=gscholar&cbl=18750&diss=y"
"Rituals, myth and art for English language class: cultural meanings in foreign language teaching: interpretive anthropological and sociocultural perspectives","A Kivinen - 2013 - jyx.jyu.fi",2013,"https://jyx.jyu.fi/dspace/handle/123456789/41795","https://jyx.jyu.fi/dspace/bitstream/handle/123456789/41795/URN%3ANBN%3Afi%3Ajyu-201306171999.pdf?sequence=1"
"Examining practice for educating culturally and linguistically diverse exceptional populations in middle school inclusive settings","SB O'Keeffe - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/e6bf61fa7ccad8acafd4cc1878cc7399/1?pq-origsite=gscholar&cbl=18750&diss=y","http://search.proquest.com/openview/e6bf61fa7ccad8acafd4cc1878cc7399/1?pq-origsite=gscholar&cbl=18750&diss=y"
"Translation, Adaptation and Invariance Testing of the Teaching Perspectives Inventory: Comparing Faculty of Malaysia and the United States","J Misieng - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/6debfddbdd79f53438dbc5c7cd52b64f/1?pq-origsite=gscholar&cbl=18750&diss=y","http://scholarcommons.usf.edu/cgi/viewcontent.cgi?article=6117&context=etd"
"Verbal and nominal expressions in an English-Norwegian translation perspective","H Hasselg,2014,"http://universaar.uni-saarland.de/monographien/volltexte/2014/122/pdf/Kunz_etal_Festschrift_Steiner.pdf#page=156","http://universaar.uni-saarland.de/monographien/volltexte/2014/122/pdf/Kunz_etal_Festschrift_Steiner.pdf#page=156"
"InterCorp–a look behind the façade of a parallel corpus","A Rosen - 2016 - depot.ceon.pl",2016,"https://depot.ceon.pl/handle/123456789/9708","https://depot.ceon.pl/bitstream/handle/123456789/9708/02_Rosen.pdf?sequence=1&isAllowed=y"
"Literary research and translation","S Bassnett - The Handbook to Literary Research, 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=h36MAgAAQBAJ&oi=fnd&pg=PT258&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=T26_pUOR4M&sig=MqpYDSe6VI-jGLAOBVT3dBmq1ec",NA
"Analyzing Single and Combined G2P Converter Outputs over Training Data","W Quaschningk, DIT Schlippe, IT Schultz - csl.anthropomatik.kit.edu",NA,"http://csl.anthropomatik.kit.edu/downloads/SA_WolfQuaschningk.pdf","http://csl.anthropomatik.kit.edu/downloads/SA_WolfQuaschningk.pdf"
"The Life of Lazarillo de Tormes and of His Machine Learning Adversities","J de la Rosa, JL Su,2016,"https://arxiv.org/abs/1611.05360","https://arxiv.org/pdf/1611.05360"
"Contact induced change in Bena (G63)–A study of 'swahilization'in a Tanzanian vernacular language","R Bernander - 2012 - gupea.ub.gu.se",2012,"https://gupea.ub.gu.se/handle/2077/30635","https://gupea.ub.gu.se/bitstream/2077/30635/1/gupea_2077_30635_1.pdf"
"About ICSI","I FUNDING - icsi.berkeley.edu",NA,"http://www.icsi.berkeley.edu/pubs/icsi/2012AnnualReport.pdf","http://www.icsi.berkeley.edu/pubs/icsi/2012AnnualReport.pdf"
"Second language proficiency: Self-report vs. objective measures and relationship with sentential priming in the processing of interlingual homographs.","J Urlacher - 2010 - scholar.uwindsor.ca",2010,"http://scholar.uwindsor.ca/etd/44/","http://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=1043&context=etd"
"Love in America: Cross-cultural perspectives","M Sarran - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/4f10eeace0e8ec09838c71eedebd52ef/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Discovering semantic relations using singular value decomposition based techniques","C Havasi - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/2cfc5fe66d5027f332354af25640b41c/1?pq-origsite=gscholar&cbl=18750&diss=y","http://nlp.cs.nyu.edu/sk-symposium/note/P-2.pdf"
"Advances in Knowledge Discovery and Data Mining: 15th Pacific-Asia Conference, PAKDD 2011, Shenzhen, China, May 24-27, 2011, Proceedings","JZ Huang, L Cao, J Srivastava - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=HrTQzVYsInYC&oi=fnd&pg=PR2&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=nAD2XUMq_5&sig=r0n0BO8wdahAA4ma4ZKGI2EEJXw",NA
"Stimulating Student Interest in Language Learning: Theory, Research and Practice","TB Tin - 2016 - books.google.com",2016,"http://books.google.com/books?hl=en&lr=&id=bgPWDAAAQBAJ&oi=fnd&pg=PR5&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=c46f2fByH1&sig=D7wHyaezlEQPYS6L9dkHEr0Ym20",NA
"Computer Vision and Natural Language Processing: Recent Approaches in Multimedia and Robotics","P Wiriyathammabhum, D Summers-Stay… - ACM Computing  …, 2016 - dl.acm.org",2016,"http://dl.acm.org/citation.cfm?id=3009906","https://www.researchgate.net/profile/Cornelia_Fermueller/publication/311625991_Computer_Vision_and_Natural_Language_Processing_Recent_Approaches_in_Multimedia_and_Robotics/links/585926f208aeffd7c4fcf392/Computer-Vision-and-Natural-Language-Processing-Recent-Approaches-in-Multimedia-and-Robotics.pdf"
"Data mining methods for the content analyst: An introduction to the computational analysis of content","K Leetaru - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=rnlw1lZyqa8C&oi=fnd&pg=PR3&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=7i1JQu98YT&sig=d6O74aQU_Lrl8N776eTMn7T5uzM",NA
"Jesus and Gospel traditions in bilingual context: a study in the interdirectionality of language","SI Lee - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=wtNuYJpnnKEC&oi=fnd&pg=PR7&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=O6RQrA5zpj&sig=vAqGVRNbIpC43v28HiEeiK84buY",NA
"On the development of plural morpheme and copula in English and Persian","MH Keshavarz - TWO OR MORE LANGUAGES - academia.edu",NA,"http://www.academia.edu/download/8545880/proceedings.pdf#page=109","http://www.academia.edu/download/8545880/proceedings.pdf#page=109"
"Replication issues in syntax-based aspect extraction for opinion mining","E Marrese-Taylor, Y Matsuo - arXiv preprint arXiv:1701.01565, 2017 - arxiv.org",2017,"https://arxiv.org/abs/1701.01565","https://arxiv.org/pdf/1701.01565"
"Reading isiZulu: reading processes in an agglutinative language with a transparent orthography","SJ LAND - researchgate.net",NA,"https://www.researchgate.net/profile/Sandra_Land/publication/280597179_Reading_isiZulu_reading_processes_in_an_agglutinative_language_with_a_transparent_orthography/links/55bc8f8508aed621de0dd924.pdf","https://www.researchgate.net/profile/Sandra_Land/publication/280597179_Reading_isiZulu_reading_processes_in_an_agglutinative_language_with_a_transparent_orthography/links/55bc8f8508aed621de0dd924.pdf"
"A descriptive grammar of morphosyntactic constructions in Ugandan Sign Language (UgSL)","S Lutalo Kiingi - 2014 - clok.uclan.ac.uk",2014,"http://clok.uclan.ac.uk/10566/","http://clok.uclan.ac.uk/10566/1/Lutalo-kingi%20Sam%20Final%20e-Thesis%20%28Master%20Copy%29.pdf"
"I English Language","V Haser, A Auer, B Botma, M Elenbaas… - Year's Work in  …, 2013 - academic.oup.com",2013,"https://academic.oup.com/ywes/article-abstract/92/1/1/1676625",NA
"Designing Service-Oriented Chatbot Systems Using a Construction Grammar-Driven Natural Language Generation System","MC Jenkins - 2011 - ueaeprints.uea.ac.uk",2011,"https://ueaeprints.uea.ac.uk/id/eprint/47388","https://ueaeprints.uea.ac.uk/47388/1/2011JenkinsMPhD.pdf.pdf"
"Cross-border competence management in emerging markets: voices from China and Russia","W Barner-Rasmussen, I Bj,2009,"https://helda.helsinki.fi/dhanken/handle/10227/375","https://helda.helsinki.fi/bitstream/handle/10227/375/68-978-952-232-038-4.pdf"
"Early Language and Intercultural Acquisition Studies (ELIAS). Final Report. Public Part.","K Kersten - Online Submission, 2008 - ERIC",2008,"https://eric.ed.gov/?id=ED572836","http://files.eric.ed.gov/fulltext/ED572836.pdf"
"Exploring an invisible medium: Teacher language awareness among preservice K12 educators of English language learners","KM Lindahl - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/874703a97f7b653b508b4eb2595db734/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Semantic and phonological activation in first and second language reading","HW Cheng - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/94b37233520ac03f888117a4c55f54e1/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Previous Language Experience Shapes Novel Language Learning","J Bartolotti - 2015 - search.proquest.com",2015,"http://search.proquest.com/openview/6bf658a34a9c0c571aa8a2955a8efd6a/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Creating a space for bilingualism: Using two languages to assess and accelerate second language reading comprehension","SW Hopewell - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/cfac7f9e665e133eb5e79483e9256837/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Prosody: Theory and experiment: studies presented to G������sta Bruce","M Horne - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=Ia6nBgAAQBAJ&oi=fnd&pg=PT54&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=l8Ek1iN8_Y&sig=6oSSofFvku8NAUIek-bTGg9bg2s",NA
"Learning and instruction in writing","G Rijlaarsdam, T Janssen, M Braaksma… - Handbook of Language …, 2013 - pure.uva.nl",2013,"https://pure.uva.nl/ws/files/1525742/136107_400858.pdf","https://pure.uva.nl/ws/files/1525742/136107_400858.pdf"
"The acquisition of English academic language proficiency among Grade 7 learners in South African schools","TV Manyike - 2009 - uir.unisa.ac.za",2009,"http://uir.unisa.ac.za/handle/10500/2180","http://uir.unisa.ac.za/bitstream/handle/10500/2180/?sequence=1"
"THE AGE FACTOR IN SECOND LANGUAGE ACQUISITION AND ITS EFFECTS ON LANGUAGE PROFICIENCY","A DAHMANE - dspace.univ-biskra.dz",NA,"http://dspace.univ-biskra.dz:8080/jspui/bitstream/123456789/5804/1/DAHMANE%20ABDELBASSET.pdf","http://dspace.univ-biskra.dz:8080/jspui/bitstream/123456789/5804/1/DAHMANE%20ABDELBASSET.pdf"
"Identity and language ideology in the intermediate Spanish heritage language classroom","KA Lowther Pereira - 2010 - arizona.openrepository.com",2010,"http://arizona.openrepository.com/arizona/handle/10150/193890","http://arizona.openrepository.com/arizona/bitstream/10150/193890/1/azu_etd_11020_sip1_m.pdf"
"Smarter Image Search By Generating a Natural Language Description of Images","NI Puri, V Agarwal - 2015 - vipulaggarwal.in",2015,"http://vipulaggarwal.in/publication/majorReport.pdf","http://vipulaggarwal.in/publication/majorReport.pdf"
"L1 attrition: German immigrants in the US","T Badstubner - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/a4a51d8b0610607167f32abf273f9b06/1?pq-origsite=gscholar&cbl=18750&diss=y","http://arizona.openrepository.com/arizona/bitstream/10150/145569/1/azu_etd_11571_sip1_m.pdf"
"Teachers and language learning in primary schools: the acquisition of additional languages in the early years","A Dillon - 2011 - arrow.dit.ie",2011,"http://arrow.dit.ie/appadoc/26/","http://arrow.dit.ie/cgi/viewcontent.cgi?article=1030&context=appadoc"
"Lusophonization returns? The condition of language policy and planning in a post-colonial plurilingual Timor-Leste","J da Silva Sarmento - 2013 - researchcommons.waikato.ac.nz",2013,"http://researchcommons.waikato.ac.nz/handle/10289/7902","http://researchcommons.waikato.ac.nz/bitstream/handle/10289/7902/thesis.pdf?sequence=3"
"The Delivery of Pharmaceutical Health Care in Nunavut, Canada: Language, Culture and Policy","SJ Romain - 2016 - search.proquest.com",2016,"http://search.proquest.com/openview/a97e1a66481548c6b624e967a262c598/1?pq-origsite=gscholar&cbl=18750&diss=y","https://tspace.library.utoronto.ca/bitstream/1807/76803/3/Romain_Sandra_J_201611_PhD_thesis.pdf"
"Complexity perspectives on language, communication and society",",2012,"http://books.google.com/books?hl=en&lr=&id=Xj-6BQAAQBAJ&oi=fnd&pg=PR2&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=oO_6VY41Oz&sig=WReTky4gK6_dzJ9mhNwoC5CZAdk",NA
"Motivational Teaching Strategies to Support Foreign Language Learning by Teen Mothers","A Palacio - 2012 - search.proquest.com",2012,"http://search.proquest.com/openview/7c274bef0638449df34b3d2266b0ce77/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Ideal versus reality: Student expectations and experiences in multilingual writing center tutorials","G Eckstein - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/0a6dd8dd70f24181d2113788d70c1855/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Humanities world report 2015","P Holm, A Jarrick, D Scott - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=rcF-BQAAQBAJ&oi=fnd&pg=PR8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=qvQSk4H0qX&sig=pGs5EGbgaoym8tPLyWuhN3lR2FU","http://kuir.jm.kansai-u.ac.jp/dspace/bitstream/10112/10527/1/KU-0400-20150300-12.pdf"
"Academic language teaching and learning in the third space classroom. A preservice teachers' perspective","C Forasiepi - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/5564fe7b0400ee93a52bbbef91e939a5/1?pq-origsite=gscholar&cbl=18750&diss=y","http://repository.usfca.edu/cgi/viewcontent.cgi?article=1016&context=diss"
"Identifying Culturally Competent Clinical Skills in Speech-Language Pathologists in the Central Valley of California","CA Maul - 2010 - search.proquest.com",2010,"http://search.proquest.com/openview/6767330f2c08dd3882ae1401ca2ca3bd/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Just a phrase I'm going through: my life in language","D Crystal - 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=q1F5AgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=lMLzNyOpgW&sig=JcyRX1UAt5ylln4WxQ10JjjcnL4","http://www.academia.edu/download/35892509/Just_a_Phrase_Im_Going_Through_by_David_Crystal.pdf"
"Recent advances in document summarization","J Yao, X Wan, J Xiao - Knowledge and Information Systems, 2017 - icst.pku.edu.cn",2017,"http://www.icst.pku.edu.cn/lcwm/wanxj/files/summ_survey_draft.pdf","http://www.icst.pku.edu.cn/lcwm/wanxj/files/summ_survey_draft.pdf"
"Deep embodiment: grounding semantics in perceptual modalities","D Kiela - 2017 - cl.cam.ac.uk",2017,"http://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-899.html","http://www.cl.cam.ac.uk/techreports/UCAM-CL-TR-899.pdf"
"Investigating Subtitling Strategies for the Translation of Wordplay in Wallace and Gromit-An Audience Reception Study","SF Schauffler - 2012 - etheses.whiterose.ac.uk",2012,"http://etheses.whiterose.ac.uk/id/eprint/2915","http://etheses.whiterose.ac.uk/2915/1/Schauffler_Ethesis.pdf"
"Reading interventionist research in two urban elementary schools through a discursive lens","J Ippolito - Urban Education, 2015 - journals.sagepub.com",2015,"http://journals.sagepub.com/doi/abs/10.1177/0042085915613550","http://journals.sagepub.com/doi/full/10.1177/0042085915613550"
